time,c_left,c_top
58,5.0874065483823,-14.431212932204
59,5.450384281213,-14.611271462893
60,5.8201333168426,-14.783229082146
61,6.1957648587831,-14.948314990155
62,6.5767552711195,-15.107265707284
63,6.9628014547418,-15.260696815879
64,7.3536594582102,-15.409334023796
65,7.7489717620795,-15.554115112744
66,8.1480890894683,-15.696217816313
67,8.5498996927886,-15.837077525548
68,8.9527080873247,-15.978438066516
69,9.3542730707343,-16.122440825611
70,9.7521949587038,-16.271695124195
71,10.144769272648,-16.429152179994
72,10.531993811925,-16.597528623661
73,10.915928096702,-16.778310805798
74,11.299896786834,-16.970928303996
75,11.687063832889,-17.172748240417
76,12.079402119949,-17.379888553925
77,12.477525620514,-17.588269657049
78,12.881111444001,-17.794367689855
79,13.289437587879,-17.995516693481
80,13.701764675079,-18.18988640067
81,14.117519066637,-18.376318558397
82,14.536338153724,-18.554142332141
83,14.958047449878,-18.723018501516
84,15.382615287822,-18.882824320462
85,15.810107596895,-19.033580012213
86,16.240650874245,-19.175414839058
87,16.674404670828,-19.308563550054
88,17.111542486559,-19.433373289166
89,17.552239451577,-19.550295331237
90,17.996665203879,-19.659843080855
91,18.444980461498,-19.762516906545
92,18.897335867423,-19.858717000297
93,19.353871831433,-19.948674356222
94,19.814718323565,-20.032422125398
95,20.279993860255,-20.109811913109
96,20.749803229631,-20.180563853534
97,21.224233817777,-20.244332701597
98,21.70335072056,-20.300774177471
99,22.187191119027,-20.349601652865
100,22.675758585167,-20.390628682222
101,23.169017992534,-20.423796060581
102,23.666891532069,-20.449183389126
103,24.169256096652,-20.467005825082
104,24.675942195691,-20.47759787238
105,25.186734735919,-20.481387963926
106,25.70137639181,-20.478869438442
107,26.219574579138,-20.470574086639
108,26.741012824301,-20.457052919687
109,27.265366339902,-20.438865506961
110,27.79231996765,-20.416575506601
111,28.321584819212,-20.390747523177
112,28.852908732001,-20.36194022631
113,29.386075916258,-20.330692746839
114,29.920893182203,-20.297504755304
115,30.457163461363,-20.262813834616
116,30.994652106886,-20.226975453325
117,31.533058860177,-20.190250436254
118,32.072015511672,-20.152802700272
119,32.611125456277,-20.11470723416
120,33.150039689789,-20.075965976642
121,33.688537301258,-20.036528047174
122,34.226570458665,-19.996310762874
123,34.764250983186,-19.955218664998
124,35.301782294367,-19.913158895659
125,35.839358501684,-19.870052324978
126,36.377056373577,-19.825840620918
127,36.914741068802,-19.780489920408
128,37.451999223419,-19.733991936032
129,37.988106048804,-19.686363294216
130,38.522026848429,-19.637643737581
131,39.052448240607,-19.587893618248
132,39.577831741954,-19.537190926841
133,40.096483217971,-19.485627986091
134,40.606634909564,-19.433307901206
135,41.106538922348,-19.38034088777
136,41.594568932785,-19.326840657746
137,42.069320440856,-19.272921095574
138,42.529693553156,-19.218693466992
139,42.974941745095,-19.164264359269
140,43.404677520482,-19.109734459534
141,43.818837869086,-19.055198160984
142,44.217622570685,-19.000743874105
143,44.601422315806,-18.946454836711
144,44.970751220152,-18.892410177144
145,45.326192528522,-18.838685990086
146,45.668360392595,-18.785356224905
147,45.997876447213,-18.73249324707
148,46.31535785004,-18.680167998227
149,46.621412970908,-18.628449737959
150,46.916641317465,-18.577405392996
151,47.201635036313,-18.527098566682
152,47.476980148361,-18.477588275313
153,47.743256443174,-18.428927484615
154,48.001035610581,-18.381161524731
155,48.250877688418,-18.334326470385
156,48.493326215956,-18.288447585369
157,48.728902602183,-18.243537943018
158,48.958100189252,-18.199597338953
159,49.181378394409,-18.156611598943
160,49.399157223448,-18.114552348491
161,49.611812413109,-18.073377256117
162,49.819671480341,-18.033030704403
163,50.023010996122,-17.993444802645
164,50.222055411379,-17.954540648142
165,50.416977699042,-17.916229771858
166,50.607901927344,-17.87841575502
167,50.794907666838,-17.840996048819
168,50.978035908129,-17.803864046097
169,51.157295985982,-17.766911425005
170,51.332672916346,-17.730030713954
171,51.504134569019,-17.693117934431
172,51.671638207701,-17.656075095832
173,51.835136093759,-17.618812280841
174,51.994580028148,-17.581249096885
175,52.149924861623,-17.543315378753
176,52.301131114814,-17.504951174849
177,52.448166909841,-17.466106176075
178,52.591009428122,-17.426738801521
179,52.729646085204,-17.386815126115
180,52.864075564326,-17.346307752658
181,52.994308786388,-17.305194645091
182,53.120369822496,-17.263457890308
183,53.24229668197,-17.221082353235
184,53.360141836945,-17.178054221349
185,53.473972275602,-17.134359479827
186,53.583868812666,-17.089982401105
187,53.689924352246,-17.044904165182
188,53.792240886956,-16.999101746741
189,53.890925432581,-16.952547210629
190,53.986086027278,-16.905207546678
191,54.077830081555,-16.857045146474
192,54.166267638751,-16.808018979919
193,54.251520315597,-16.758086471784
194,54.333733223127,-16.707206015854
195,54.413084423502,-16.65534000494
196,54.48978680441,-16.602458206309
197,54.564080616323,-16.548541278206
198,54.636219001631,-16.493584204274
199,54.706451199326,-16.437599418369
200,54.775007959494,-16.380619401699
201,54.842091898171,-16.322698559076
202,54.907873417188,-16.263914224337
203,54.972491316016,-16.204366708595
204,55.036056564475,-16.144178386952
205,55.098657686979,-16.083491912089
206,55.160366522083,-16.022467731906
207,55.221243527569,-15.96128115432
208,55.281342171453,-15.900119226478
209,55.340712236432,-15.83917766573
210,55.399402059901,-15.778657994307
211,55.457459848059,-15.718764904406
212,55.514934255927,-15.659703742879
213,55.571874433736,-15.601677891884
214,55.628329722171,-15.544885770473
215,55.684349146453,-15.489517217104
216,55.739980823007,-15.435749139696
217,55.795271358424,-15.38374051819
218,55.850265291934,-15.333627070403
219,55.905004610453,-15.285516087658
220,55.95952834971,-15.239482056124
221,56.013872284543,-15.195563666957
222,56.068068705438,-15.153762679531
223,56.122146275444,-15.114044867685
224,56.176129960626,-15.076343003226
225,56.23004102765,-15.04056157427
226,56.283897102839,-15.006582746838
227,56.337712287907,-14.974272981519
228,56.39149732814,-14.943489713642
229,56.445259828757,-14.914087576826
230,56.499004514793,-14.885923768986
231,56.552733528843,-14.858862299522
232,56.606446759969,-14.832776994861
233,56.660142195973,-14.807553262443
234,56.71381629043,-14.783088712727
