time,c_left,c_top
894,72.643944670625,-30.130804377778
895,72.639156390489,-30.187617692735
896,72.634369439378,-30.244531942789
897,72.629583390086,-30.301543374498
898,72.624797810525,-30.358648147543
899,72.620012264862,-30.415842338202
900,72.615226314543,-30.473121942912
901,72.610439519175,-30.530482881853
902,72.605651437271,-30.587921002566
903,72.600861626846,-30.64543208355
904,72.596069645859,-30.703011837839
905,72.591275052518,-30.760655916516
906,72.586477405427,-30.818359912163
907,72.581676263599,-30.876119362215
908,72.57687118634,-30.933929752212
909,72.572061733008,-30.991786518937
910,72.567247462666,-31.04968505342
911,72.562427933639,-31.10762070381
912,72.557602702991,-31.165588778105
913,72.552771325939,-31.223584546734
914,72.547933355215,-31.281603244999
915,72.543088340393,-31.339640075359
916,72.538235827211,-31.397690209578
917,72.53337535688,-31.455748790728
918,72.528506465414,-31.513810935053
919,72.523628683,-31.571871733703
920,72.518741533412,-31.62992625435
921,72.513844533486,-31.687969542677
922,72.508937192686,-31.745996623767
923,72.504019012756,-31.804002503394
924,72.499089487483,-31.861982169219
925,72.494148102572,-31.919930591924
926,72.489194335651,-31.977842726263
927,72.484227656403,-32.035713512068
928,72.479247526829,-32.093537875208
929,72.474253401643,-32.151310728518
930,72.469244728797,-32.209026972705
931,72.464220950116,-32.266681497252
932,72.459181502055,-32.32426918132
933,72.45412581654,-32.381784894672
934,72.449053321909,-32.439223498623
935,72.443963443906,-32.496579847034
936,72.438855606735,-32.553848787361
937,72.433729234154,-32.611025161762
938,72.428583750579,-32.668103808298
939,72.423418582205,-32.725079562215
940,72.41823315811,-32.781947257326
941,72.413026911338,-32.838701727525
942,72.407799279956,-32.895337808409
943,72.402549708057,-32.951850339048
944,72.397277646718,-33.008234163909
945,72.3919825549,-33.064484134927
946,72.386663900278,-33.120595113754
947,72.381321160017,-33.176561974184
948,72.375953821459,-33.232379604761
949,72.370561382764,-33.288042911584
950,72.365143353458,-33.343546821301
951,72.359699254931,-33.398886284316
952,72.354228620858,-33.454056278192
953,72.348730997565,-33.509051811263
954,72.343205944329,-33.56386792645
955,72.337653033632,-33.618499705279
956,72.332071851361,-33.672942272099
957,72.326461996963,-33.727190798489
958,72.320823083565,-33.78124050785
959,72.315154738061,-33.835086680168
960,72.30945660116,-33.888724656933
961,72.303728327425,-33.942149846209
962,72.297969585278,-33.995357727825
963,72.292180056996,-34.048343858675
964,72.286359438684,-34.101103878103
965,72.280507440243,-34.153633513351
966,72.27462378532,-34.205928585046
967,72.268708211247,-34.25798501269
968,72.26276046897,-34.309798820144
969,72.256780322957,-34.361366141047
970,72.250767551101,-34.412683224175
971,72.244721944597,-34.463746438678
972,72.238643307804,-34.514552279176
973,72.232531458087,-34.565097370688
974,72.22638622563,-34.615378473346
975,72.22020745324,-34.665392486882
976,72.213994996112,-34.715136454837
977,72.207748721581,-34.764607568479
978,72.201468508851,-34.81380317039
979,72.195154248707,-34.862720757706
980,72.18880584321,-34.911357984974
981,72.182423205381,-34.959712666609
982,72.176006258885,-35.007782778937
983,72.169554937711,-35.05556646179
